anomaly_id,entity_type,entity_id,anomaly_type,anomaly_score,severity,reason,supporting_metrics,detection_method,threshold_value,observed_value,percentile,robust_zscore,baseline_reference,generated_at
ANOM_000042,WORK,303957,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹99,965,000.00 is in the 100.0th percentile for 'Normal/Others' (336.7 robust standard deviations above category median).","{""recommended_amount"": 99965000.0, ""category"": ""Normal/Others"", ""zscore"": 336.66}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹99,965,000.00 (Z=336.66)",1.0,336.6617,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000043,WORK,211190,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹25,217,575.00 is in the 100.0th percentile for 'Normal/Others' (83.9 robust standard deviations above category median).","{""recommended_amount"": 25217575.0, ""category"": ""Normal/Others"", ""zscore"": 83.92}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹25,217,575.00 (Z=83.92)",0.9999,83.9176,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000078,WORK,201278,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹20,000,000.00 is in the 100.0th percentile for 'Normal/Others' (66.3 robust standard deviations above category median).","{""recommended_amount"": 20000000.0, ""category"": ""Normal/Others"", ""zscore"": 66.28}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹20,000,000.00 (Z=66.28)",0.9998,66.2754,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000115,WORK,216827,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹45,000,000.00 is in the 100.0th percentile for 'Normal/Others' (150.8 robust standard deviations above category median).","{""recommended_amount"": 45000000.0, ""category"": ""Normal/Others"", ""zscore"": 150.81}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹45,000,000.00 (Z=150.81)",1.0,150.8081,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000116,WORK,270039,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹30,626,949.00 is in the 100.0th percentile for 'Normal/Others' (102.2 robust standard deviations above category median).","{""recommended_amount"": 30626949.0, ""category"": ""Normal/Others"", ""zscore"": 102.21}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹30,626,949.00 (Z=102.21)",0.9999,102.2084,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000122,WORK,262885,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹27,400,000.00 is in the 100.0th percentile for 'Normal/Others' (91.3 robust standard deviations above category median).","{""recommended_amount"": 27400000.0, ""category"": ""Normal/Others"", ""zscore"": 91.3}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹27,400,000.00 (Z=91.30)",0.9999,91.2971,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000189,WORK,184631,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹20,000,000.00 is in the 100.0th percentile for 'Normal/Others' (66.3 robust standard deviations above category median).","{""recommended_amount"": 20000000.0, ""category"": ""Normal/Others"", ""zscore"": 66.28}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹20,000,000.00 (Z=66.28)",0.9998,66.2754,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000226,WORK,293965,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹20,000,000.00 is in the 100.0th percentile for 'Normal/Others' (66.3 robust standard deviations above category median).","{""recommended_amount"": 20000000.0, ""category"": ""Normal/Others"", ""zscore"": 66.28}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹20,000,000.00 (Z=66.28)",0.9998,66.2754,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000252,WORK,278935,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹30,000,000.00 is in the 100.0th percentile for 'Normal/Others' (100.1 robust standard deviations above category median).","{""recommended_amount"": 30000000.0, ""category"": ""Normal/Others"", ""zscore"": 100.09}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹30,000,000.00 (Z=100.09)",0.9999,100.0885,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000264,WORK,296212,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹23,470,200.00 is in the 100.0th percentile for 'Normal/Others' (78.0 robust standard deviations above category median).","{""recommended_amount"": 23470200.0, ""category"": ""Normal/Others"", ""zscore"": 78.01}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹23,470,200.00 (Z=78.01)",0.9998,78.0092,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000285,WORK,196288,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹47,472,048.00 is in the 100.0th percentile for 'Normal/Others' (159.2 robust standard deviations above category median).","{""recommended_amount"": 47472048.0, ""category"": ""Normal/Others"", ""zscore"": 159.17}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹47,472,048.00 (Z=159.17)",1.0,159.1669,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000290,WORK,216762,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹24,641,199.00 is in the 100.0th percentile for 'Normal/Others' (82.0 robust standard deviations above category median).","{""recommended_amount"": 24641199.0, ""category"": ""Normal/Others"", ""zscore"": 81.97}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹24,641,199.00 (Z=81.97)",0.9999,81.9687,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000298,WORK,229416,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹22,131,000.00 is in the 100.0th percentile for 'Normal/Others' (73.5 robust standard deviations above category median).","{""recommended_amount"": 22131000.0, ""category"": ""Normal/Others"", ""zscore"": 73.48}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹22,131,000.00 (Z=73.48)",0.9998,73.481,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000320,WORK,274638,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹20,792,000.00 is in the 100.0th percentile for 'Normal/Others' (69.0 robust standard deviations above category median).","{""recommended_amount"": 20792000.0, ""category"": ""Normal/Others"", ""zscore"": 68.95}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹20,792,000.00 (Z=68.95)",0.9998,68.9534,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000324,WORK,282269,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹31,200,000.00 is in the 100.0th percentile for 'Normal/Others' (104.1 robust standard deviations above category median).","{""recommended_amount"": 31200000.0, ""category"": ""Normal/Others"", ""zscore"": 104.15}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹31,200,000.00 (Z=104.15)",0.9999,104.1461,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000326,WORK,284190,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹25,000,000.00 is in the 100.0th percentile for 'Normal/Others' (83.2 robust standard deviations above category median).","{""recommended_amount"": 25000000.0, ""category"": ""Normal/Others"", ""zscore"": 83.18}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹25,000,000.00 (Z=83.18)",0.9999,83.1819,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000329,WORK,290535,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹49,740,000.00 is in the 100.0th percentile for 'Normal/Others' (166.8 robust standard deviations above category median).","{""recommended_amount"": 49740000.0, ""category"": ""Normal/Others"", ""zscore"": 166.84}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹49,740,000.00 (Z=166.84)",1.0,166.8355,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000361,WORK,153601,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹20,000,000.00 is in the 100.0th percentile for 'Normal/Others' (66.3 robust standard deviations above category median).","{""recommended_amount"": 20000000.0, ""category"": ""Normal/Others"", ""zscore"": 66.28}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹20,000,000.00 (Z=66.28)",0.9998,66.2754,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000362,WORK,153603,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,CRITICAL,"Recommended amount of ₹20,000,000.00 is in the 100.0th percentile for 'Normal/Others' (66.3 robust standard deviations above category median).","{""recommended_amount"": 20000000.0, ""category"": ""Normal/Others"", ""zscore"": 66.28}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹20,000,000.00 (Z=66.28)",0.9998,66.2754,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000462,TRANSACTION,TXN_005575,UNUSUALLY_HIGH_EXPENDITURE_TRANSACTION,1.0,CRITICAL,"Payment voucher of ₹20,786,350.00 for 'Lighting of public spaces' is 151.1 robust standard deviations above activity median.","{""expenditure_amount"": 20786350.0, ""activity"": ""Lighting of public spaces"", ""vendor"": ""ROUDRANTAK INFRATECH"", ""zscore"": 151.13}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹20,786,350.00 (Z=151.13)",1.0,151.1299,Activity Median (Lighting of public spaces),2026-08-26T10:47:43.666818+00:00
ANOM_000559,TRANSACTION,TXN_073463,UNUSUALLY_HIGH_EXPENDITURE_TRANSACTION,1.0,CRITICAL,"Payment voucher of ₹32,562,250.00 for 'Purchase of hospital equipment' is 62.4 robust standard deviations above activity median.","{""expenditure_amount"": 32562250.0, ""activity"": ""Purchase of hospital equipment"", ""vendor"": ""THE MANANGING DIRECTOR KERALA MEDICAL SERVICE COPORATION LTD"", ""zscore"": 62.43}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹32,562,250.00 (Z=62.43)",1.0,62.4337,Activity Median (Purchase of hospital equipment),2026-08-26T10:47:43.666818+00:00
ANOM_000001,WORK,264906,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,203,000.00 is in the 99.6th percentile for 'Normal/Others' (16.2 robust standard deviations above category median).","{""recommended_amount"": 5203000.0, ""category"": ""Normal/Others"", ""zscore"": 16.24}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,203,000.00 (Z=16.24)",0.9961,16.2422,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000002,WORK,274686,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹7,041,042.00 is in the 99.8th percentile for 'Normal/Others' (22.5 robust standard deviations above category median).","{""recommended_amount"": 7041042.0, ""category"": ""Normal/Others"", ""zscore"": 22.46}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹7,041,042.00 (Z=22.46)",0.9976,22.4572,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000003,WORK,298462,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,360,046.00 is in the 99.6th percentile for 'Normal/Others' (16.8 robust standard deviations above category median).","{""recommended_amount"": 5360046.0, ""category"": ""Normal/Others"", ""zscore"": 16.77}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,360,046.00 (Z=16.77)",0.9961,16.7732,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000004,WORK,2142,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000005,WORK,157138,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹8,000,000.00 is in the 99.8th percentile for 'Normal/Others' (25.7 robust standard deviations above category median).","{""recommended_amount"": 8000000.0, ""category"": ""Normal/Others"", ""zscore"": 25.7}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹8,000,000.00 (Z=25.70)",0.9981,25.6997,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000006,WORK,163760,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹7,000,000.00 is in the 99.8th percentile for 'Normal/Others' (22.3 robust standard deviations above category median).","{""recommended_amount"": 7000000.0, ""category"": ""Normal/Others"", ""zscore"": 22.32}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹7,000,000.00 (Z=22.32)",0.9975,22.3184,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000007,WORK,166546,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000008,WORK,169792,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹6,000,000.00 is in the 99.7th percentile for 'Normal/Others' (18.9 robust standard deviations above category median).","{""recommended_amount"": 6000000.0, ""category"": ""Normal/Others"", ""zscore"": 18.94}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹6,000,000.00 (Z=18.94)",0.9968,18.9371,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000009,WORK,178911,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000010,WORK,179123,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹6,000,000.00 is in the 99.7th percentile for 'Normal/Others' (18.9 robust standard deviations above category median).","{""recommended_amount"": 6000000.0, ""category"": ""Normal/Others"", ""zscore"": 18.94}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹6,000,000.00 (Z=18.94)",0.9968,18.9371,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000011,WORK,179124,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹8,000,000.00 is in the 99.8th percentile for 'Normal/Others' (25.7 robust standard deviations above category median).","{""recommended_amount"": 8000000.0, ""category"": ""Normal/Others"", ""zscore"": 25.7}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹8,000,000.00 (Z=25.70)",0.9981,25.6997,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000013,WORK,197996,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000014,WORK,197997,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000015,WORK,197998,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000016,WORK,198737,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹7,000,000.00 is in the 99.8th percentile for 'Normal/Others' (22.3 robust standard deviations above category median).","{""recommended_amount"": 7000000.0, ""category"": ""Normal/Others"", ""zscore"": 22.32}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹7,000,000.00 (Z=22.32)",0.9975,22.3184,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000017,WORK,221109,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000018,WORK,223847,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000019,WORK,227344,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹6,000,000.00 is in the 99.7th percentile for 'Normal/Others' (18.9 robust standard deviations above category median).","{""recommended_amount"": 6000000.0, ""category"": ""Normal/Others"", ""zscore"": 18.94}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹6,000,000.00 (Z=18.94)",0.9968,18.9371,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000020,WORK,231995,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹6,000,000.00 is in the 99.7th percentile for 'Normal/Others' (18.9 robust standard deviations above category median).","{""recommended_amount"": 6000000.0, ""category"": ""Normal/Others"", ""zscore"": 18.94}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹6,000,000.00 (Z=18.94)",0.9968,18.9371,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000021,WORK,232260,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000023,WORK,241572,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000024,WORK,251879,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹7,500,000.00 is in the 99.8th percentile for 'Normal/Others' (24.0 robust standard deviations above category median).","{""recommended_amount"": 7500000.0, ""category"": ""Normal/Others"", ""zscore"": 24.01}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹7,500,000.00 (Z=24.01)",0.9979,24.0091,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000025,WORK,251880,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹7,500,000.00 is in the 99.8th percentile for 'Normal/Others' (24.0 robust standard deviations above category median).","{""recommended_amount"": 7500000.0, ""category"": ""Normal/Others"", ""zscore"": 24.01}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹7,500,000.00 (Z=24.01)",0.9979,24.0091,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000026,WORK,251884,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,488,000.00 is in the 99.6th percentile for 'Normal/Others' (17.2 robust standard deviations above category median).","{""recommended_amount"": 5488000.0, ""category"": ""Normal/Others"", ""zscore"": 17.21}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,488,000.00 (Z=17.21)",0.9964,17.2059,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000027,WORK,261732,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000028,WORK,275078,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹7,000,000.00 is in the 99.8th percentile for 'Normal/Others' (22.3 robust standard deviations above category median).","{""recommended_amount"": 7000000.0, ""category"": ""Normal/Others"", ""zscore"": 22.32}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹7,000,000.00 (Z=22.32)",0.9975,22.3184,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000029,WORK,277368,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹12,000,000.00 is in the 99.9th percentile for 'Normal/Others' (39.2 robust standard deviations above category median).","{""recommended_amount"": 12000000.0, ""category"": ""Normal/Others"", ""zscore"": 39.22}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹12,000,000.00 (Z=39.22)",0.9994,39.2249,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000030,WORK,279579,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000031,WORK,287067,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000032,WORK,298494,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000033,WORK,299400,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹7,500,000.00 is in the 99.8th percentile for 'Normal/Others' (24.0 robust standard deviations above category median).","{""recommended_amount"": 7500000.0, ""category"": ""Normal/Others"", ""zscore"": 24.01}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹7,500,000.00 (Z=24.01)",0.9979,24.0091,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
ANOM_000034,WORK,137519,UNUSUALLY_HIGH_RECOMMENDED_AMOUNT,1.0,HIGH,"Recommended amount of ₹5,000,000.00 is in the 99.5th percentile for 'Normal/Others' (15.6 robust standard deviations above category median).","{""recommended_amount"": 5000000.0, ""category"": ""Normal/Others"", ""zscore"": 15.56}",STATISTICAL_ROBUST_ZSCORE,"₹50,00,000 & Z >= 3.5","₹5,000,000.00 (Z=15.56)",0.9949,15.5558,Category Median (Normal/Others),2026-08-26T10:47:43.666818+00:00
