anomaly_id,entity_type,entity_id,anomaly_type,anomaly_score,severity,reason,supporting_metrics,detection_method,threshold_value,observed_value,percentile,robust_zscore,baseline_reference,generated_at
ANOM_001039,WORK,230983,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹2,403,960.00; Description Length: 286 chars).","{""recommended_amount"": 2403960.0, ""description_length"": 286, ""raw_anomaly_score"": 0.7062}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹2,403,960.00, Len=286)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001040,WORK,188167,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹1,750,000.00; Description Length: 289 chars).","{""recommended_amount"": 1750000.0, ""description_length"": 289, ""raw_anomaly_score"": 0.7093}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹1,750,000.00, Len=289)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001041,WORK,269664,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹520,000.00; Description Length: 271 chars).","{""recommended_amount"": 520000.0, ""description_length"": 271, ""raw_anomaly_score"": 0.6445}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹520,000.00, Len=271)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001042,WORK,269665,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹725,000.00; Description Length: 286 chars).","{""recommended_amount"": 725000.0, ""description_length"": 286, ""raw_anomaly_score"": 0.6658}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹725,000.00, Len=286)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001043,WORK,269671,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹700,000.00; Description Length: 276 chars).","{""recommended_amount"": 700000.0, ""description_length"": 276, ""raw_anomaly_score"": 0.6627}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹700,000.00, Len=276)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001044,WORK,269679,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹787,848.00; Description Length: 281 chars).","{""recommended_amount"": 787848.0, ""description_length"": 281, ""raw_anomaly_score"": 0.6711}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹787,848.00, Len=281)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001045,WORK,269706,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹1,100,000.00; Description Length: 290 chars).","{""recommended_amount"": 1100000.0, ""description_length"": 290, ""raw_anomaly_score"": 0.6854}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹1,100,000.00, Len=290)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001046,WORK,269711,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹560,000.00; Description Length: 271 chars).","{""recommended_amount"": 560000.0, ""description_length"": 271, ""raw_anomaly_score"": 0.6433}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹560,000.00, Len=271)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001047,WORK,269716,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹393,924.00; Description Length: 276 chars).","{""recommended_amount"": 393924.0, ""description_length"": 276, ""raw_anomaly_score"": 0.6646}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹393,924.00, Len=276)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001048,WORK,269718,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹787,848.00; Description Length: 258 chars).","{""recommended_amount"": 787848.0, ""description_length"": 258, ""raw_anomaly_score"": 0.6499}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹787,848.00, Len=258)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001049,WORK,269722,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹1,575,696.00; Description Length: 250 chars).","{""recommended_amount"": 1575696.0, ""description_length"": 250, ""raw_anomaly_score"": 0.6815}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹1,575,696.00, Len=250)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001050,WORK,269728,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹984,810.00; Description Length: 295 chars).","{""recommended_amount"": 984810.0, ""description_length"": 295, ""raw_anomaly_score"": 0.672}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹984,810.00, Len=295)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001051,WORK,269740,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹787,848.00; Description Length: 256 chars).","{""recommended_amount"": 787848.0, ""description_length"": 256, ""raw_anomaly_score"": 0.6499}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹787,848.00, Len=256)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001052,WORK,298245,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹900,000.00; Description Length: 253 chars).","{""recommended_amount"": 900000.0, ""description_length"": 253, ""raw_anomaly_score"": 0.6496}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹900,000.00, Len=253)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001053,WORK,298246,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹720,000.00; Description Length: 260 chars).","{""recommended_amount"": 720000.0, ""description_length"": 260, ""raw_anomaly_score"": 0.6494}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹720,000.00, Len=260)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001054,WORK,298253,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹180,000.00; Description Length: 269 chars).","{""recommended_amount"": 180000.0, ""description_length"": 269, ""raw_anomaly_score"": 0.6632}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹180,000.00, Len=269)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001055,WORK,298257,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹900,000.00; Description Length: 253 chars).","{""recommended_amount"": 900000.0, ""description_length"": 253, ""raw_anomaly_score"": 0.6496}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹900,000.00, Len=253)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001056,WORK,298258,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹180,000.00; Description Length: 269 chars).","{""recommended_amount"": 180000.0, ""description_length"": 269, ""raw_anomaly_score"": 0.6632}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹180,000.00, Len=269)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001057,WORK,298261,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹900,000.00; Description Length: 300 chars).","{""recommended_amount"": 900000.0, ""description_length"": 300, ""raw_anomaly_score"": 0.6848}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹900,000.00, Len=300)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001058,WORK,298266,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹360,000.00; Description Length: 269 chars).","{""recommended_amount"": 360000.0, ""description_length"": 269, ""raw_anomaly_score"": 0.6643}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹360,000.00, Len=269)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001059,WORK,298418,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹360,000.00; Description Length: 246 chars).","{""recommended_amount"": 360000.0, ""description_length"": 246, ""raw_anomaly_score"": 0.6451}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹360,000.00, Len=246)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001060,WORK,298760,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹500,000.00; Description Length: 280 chars).","{""recommended_amount"": 500000.0, ""description_length"": 280, ""raw_anomaly_score"": 0.6488}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹500,000.00, Len=280)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001061,WORK,298976,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹360,000.00; Description Length: 244 chars).","{""recommended_amount"": 360000.0, ""description_length"": 244, ""raw_anomaly_score"": 0.6451}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹360,000.00, Len=244)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001062,WORK,141898,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 327 chars).","{""recommended_amount"": 192000.0, ""description_length"": 327, ""raw_anomaly_score"": 0.702}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=327)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001063,WORK,141902,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 316 chars).","{""recommended_amount"": 192000.0, ""description_length"": 316, ""raw_anomaly_score"": 0.6982}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=316)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001064,WORK,143794,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹1,000,000.00; Description Length: 322 chars).","{""recommended_amount"": 1000000.0, ""description_length"": 322, ""raw_anomaly_score"": 0.6932}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹1,000,000.00, Len=322)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001065,WORK,147351,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 354 chars).","{""recommended_amount"": 192000.0, ""description_length"": 354, ""raw_anomaly_score"": 0.7174}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=354)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001066,WORK,167695,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 257 chars).","{""recommended_amount"": 192000.0, ""description_length"": 257, ""raw_anomaly_score"": 0.6563}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=257)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001067,WORK,167746,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 302 chars).","{""recommended_amount"": 192000.0, ""description_length"": 302, ""raw_anomaly_score"": 0.6859}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=302)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001068,WORK,205717,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 280 chars).","{""recommended_amount"": 192000.0, ""description_length"": 280, ""raw_anomaly_score"": 0.6694}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=280)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001069,WORK,205777,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 293 chars).","{""recommended_amount"": 192000.0, ""description_length"": 293, ""raw_anomaly_score"": 0.6788}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=293)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001070,WORK,213221,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 294 chars).","{""recommended_amount"": 192000.0, ""description_length"": 294, ""raw_anomaly_score"": 0.6788}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=294)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001071,WORK,213222,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 288 chars).","{""recommended_amount"": 192000.0, ""description_length"": 288, ""raw_anomaly_score"": 0.6754}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=288)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001072,WORK,215534,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 284 chars).","{""recommended_amount"": 192000.0, ""description_length"": 284, ""raw_anomaly_score"": 0.6698}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=284)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001073,WORK,215536,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 287 chars).","{""recommended_amount"": 192000.0, ""description_length"": 287, ""raw_anomaly_score"": 0.6731}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=287)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001074,WORK,215537,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 308 chars).","{""recommended_amount"": 192000.0, ""description_length"": 308, ""raw_anomaly_score"": 0.6915}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=308)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001075,WORK,215538,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 297 chars).","{""recommended_amount"": 192000.0, ""description_length"": 297, ""raw_anomaly_score"": 0.6811}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=297)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001076,WORK,215540,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 293 chars).","{""recommended_amount"": 192000.0, ""description_length"": 293, ""raw_anomaly_score"": 0.6788}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=293)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001077,WORK,215543,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 294 chars).","{""recommended_amount"": 192000.0, ""description_length"": 294, ""raw_anomaly_score"": 0.6788}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=294)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001078,WORK,216792,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹520,000.00; Description Length: 279 chars).","{""recommended_amount"": 520000.0, ""description_length"": 279, ""raw_anomaly_score"": 0.6497}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹520,000.00, Len=279)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001079,WORK,220103,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 335 chars).","{""recommended_amount"": 192000.0, ""description_length"": 335, ""raw_anomaly_score"": 0.7082}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=335)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001080,WORK,220111,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 319 chars).","{""recommended_amount"": 192000.0, ""description_length"": 319, ""raw_anomaly_score"": 0.7015}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=319)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001081,WORK,220113,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 311 chars).","{""recommended_amount"": 192000.0, ""description_length"": 311, ""raw_anomaly_score"": 0.6982}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=311)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001082,WORK,226838,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 290 chars).","{""recommended_amount"": 192000.0, ""description_length"": 290, ""raw_anomaly_score"": 0.6754}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=290)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001083,WORK,226843,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 295 chars).","{""recommended_amount"": 192000.0, ""description_length"": 295, ""raw_anomaly_score"": 0.6811}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=295)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001084,WORK,226861,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹192,000.00; Description Length: 300 chars).","{""recommended_amount"": 192000.0, ""description_length"": 300, ""raw_anomaly_score"": 0.6859}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹192,000.00, Len=300)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001085,WORK,234965,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹996,600.00; Description Length: 347 chars).","{""recommended_amount"": 996600.0, ""description_length"": 347, ""raw_anomaly_score"": 0.7104}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹996,600.00, Len=347)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001086,WORK,234966,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹996,600.00; Description Length: 347 chars).","{""recommended_amount"": 996600.0, ""description_length"": 347, ""raw_anomaly_score"": 0.7104}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹996,600.00, Len=347)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001087,WORK,234967,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹996,600.00; Description Length: 347 chars).","{""recommended_amount"": 996600.0, ""description_length"": 347, ""raw_anomaly_score"": 0.7104}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹996,600.00, Len=347)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001088,WORK,234968,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹996,600.00; Description Length: 347 chars).","{""recommended_amount"": 996600.0, ""description_length"": 347, ""raw_anomaly_score"": 0.7104}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹996,600.00, Len=347)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
ANOM_001089,WORK,234969,MULTIVARIATE_WORK_OUTLIER,0.5,LOW,"Two-feature multivariate outlier identified by Isolation Forest baseline (Score: 0.500; Recommended: ₹996,600.00; Description Length: 347 chars).","{""recommended_amount"": 996600.0, ""description_length"": 347, ""raw_anomaly_score"": 0.7104}",ISOLATION_FOREST_TWO_FEATURE_BASELINE,Contamination Top 1.5%,"Score=0.500 (Amt=₹996,600.00, Len=347)",0.985,,"Two-Feature Joint Feature Space (Log Amount, Description Length)",2026-08-26T10:47:43.666818+00:00
