internal_vendor_id,vendor_name_raw,vendor_name_normalized,total_received_amount,total_transaction_count,unique_mps_served,unique_states_served,primary_state,primary_activity,source_dataset,source_file,source_download_date,pipeline_created_at
INTERNAL_VND_01914,R K AGENCIES,R K AGENCIES,2376000.0,4,1,1,TAMIL NADU,Purchase of furniture and fixtures for educational purposes,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01915,SAINIK SCHOOL AMETHI,SAINIK SCHOOL AMETHI,2376000.0,1,1,1,UTTAR PRADESH,Purchase of vans and buses for educational institutions,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01916,SEKH BASIRUDDIN,SEKH BASIRUDDIN,2375833.0,4,1,1,WEST BENGAL,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01917,VEENA ENTERPRISES,VEENA ENTERPRISES,2375184.0,3,1,1,TAMIL NADU,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01918,RUPESH AND HAWA SINGH SALES,RUPESH AND HAWA SINGH SALES,2373612.0,1,1,1,RAJASTHAN,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01919,singh constructin,SINGH CONSTRUCTIN,2371530.0,9,1,1,UTTARAKHAND,Security gates in streets/public place for safety purpose,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01920,SRI ARUPADAI VELAVAN WATER SUPPLY,SRI ARUPADAI VELAVAN WATER SUPPLY,2370415.0,2,1,1,TAMIL NADU,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01921,Hensee Marketing axsi,HENSEE MARKETING AXSI,2361650.0,10,1,1,GUJARAT,Purchase of furniture and fixtures for educational purposes,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01922,HARSH VARDHAN SINGH SISODIA,HARSH VARDHAN SINGH SISODIA,2361432.0,2,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01923,JOGENDRA KUMAR BARIK,JOGENDRA KUMAR BARIK,2360000.0,59,1,1,ODISHA,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01924,ALI CONSTRUCTION,ALI CONSTRUCTION,2355423.0,4,2,2,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01925,GIRIJA SANKAR PATI AE,GIRIJA SANKAR PATI AE,2350000.0,9,1,1,ODISHA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01926,SARSWATI SHISHU MANDIR PADRA CHANAKYAPURI REWA,SARSWATI SHISHU MANDIR PADRA CHANAKYAPURI REWA,2350000.0,1,1,1,MADHYA PRADESH,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01927,SURENDRAN,SURENDRAN,2349648.0,3,1,1,TAMIL NADU,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01928,KAMLESH CONSTRUCTION,KAMLESH CONSTRUCTION,2347190.0,1,1,1,MAHARASHTRA,Development of public parks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01929,The Chinder Sihag Co Op LC Society Ltd,THE CHINDER SIHAG CO OP LC SOCIETY LTD,2347178.0,3,1,1,HARYANA,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01930,JHANVI INTERNATIONAL,JHANVI INTERNATIONAL,2347160.0,11,2,1,GUJARAT,"Purchase of IT systems, including hardware and software for educational purposes",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01931,ASSISTANT ENGINEER GHOSI,ASSISTANT ENGINEER GHOSI,2346370.0,7,1,1,BIHAR,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01932,SARPANCH GRAM PANCHAYAT SENDURAS,SARPANCH GRAM PANCHAYAT SENDURAS,2346216.0,9,1,1,CHHATTISGARH,Construction of water tanks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01933,SUNIL SABAVVA SANDRIMANI,SUNIL SABAVVA SANDRIMANI,2344543.0,9,1,1,KARNATAKA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01934,SAKTHIVEL,SAKTHIVEL,2341725.0,2,1,1,PUDUCHERRY,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01935,Om Buildcon,OM BUILDCON,2339357.0,2,1,1,CHHATTISGARH,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01936,OM NAMAH CONSTRUCTION,OM NAMAH CONSTRUCTION,2337981.0,4,1,1,RAJASTHAN,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01937,Modalavalasa Ramesh,MODALAVALASA RAMESH,2337814.0,1,1,1,ANDHRA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01938,Ms OM VINAY KUMAR SINGH,MS OM VINAY KUMAR SINGH,2337226.0,2,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01939,ASSISTANT ENGINEER KUSHESHWAR ASTHAN,ASSISTANT ENGINEER KUSHESHWAR ASTHAN,2333982.0,3,1,1,BIHAR,Construction of public staircase/ stair ghat for public convenience,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01940,NARNARAYAN CERAMICS,NARNARAYAN CERAMICS,2332800.0,2,1,1,GUJARAT,Construction of buildings for crèches and anganwadies,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01941,DATTA AND CO,DATTA AND CO,2329767.0,2,2,1,WEST BENGAL,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01942,SHIVAM ENTERPRISES,SHIVAM ENTERPRISES,2324386.0,14,2,2,MADHYA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01943,Sambathkumar construction,SAMBATHKUMAR CONSTRUCTION,2323468.0,1,1,1,TAMIL NADU,"Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01944,ASSISTANT ENGINEER PIRPAINTI,ASSISTANT ENGINEER PIRPAINTI,2321759.0,3,1,1,BIHAR,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01945,THE VK COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED,THE VK COOPERATIVE LABOUR AND CONSTRUCTION SOCIETY LIMITED,2321529.0,7,2,1,HARYANA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01946,Makhan Singh Yadav,MAKHAN SINGH YADAV,2319641.0,8,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01947,Manoja Kumar Sethi,MANOJA KUMAR SETHI,2319050.0,24,1,1,ODISHA,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01948,NAGIREDDY CHANDRASEKHAR REDDY,NAGIREDDY CHANDRASEKHAR REDDY,2317490.0,2,1,1,ANDHRA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01949,KSK ENGINEERS,KSK ENGINEERS,2317226.0,2,1,1,TAMIL NADU,Construction of bus-sheds or bus-stops,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01950,Jai mata di construction kelwara,JAI MATA DI CONSTRUCTION KELWARA,2314429.0,3,1,1,RAJASTHAN,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01951,Ganpati Commucation Services,GANPATI COMMUCATION SERVICES,2308863.0,2,1,1,RAJASTHAN,Providing CCTV camera system for security of public areas,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01952,BIKASH DUTTA,BIKASH DUTTA,2305148.0,1,1,1,WEST BENGAL,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01953,Raghav enterprises,RAGHAV ENTERPRISES,2305130.0,3,2,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01954,P AND T CONSTRUCTION,P AND T CONSTRUCTION,2304468.0,1,1,1,WEST BENGAL,Provision of escalator and travellators for public use,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01955,SUNEERA,SUNEERA,2300932.0,7,3,1,KERALA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01956,R BHARATHI,R BHARATHI,2299630.0,7,1,1,TAMIL NADU,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01957,MAHA LAXMI ENTER PRISES,MAHA LAXMI ENTER PRISES,2299261.0,11,1,1,TELANGANA,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01958,M Perumal,M PERUMAL,2299065.0,1,1,1,TAMIL NADU,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01959,E SOLUTIONS,E SOLUTIONS,2298575.0,2,1,1,TAMIL NADU,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01960,MS SUMOTI CONSTRUCTION,MS SUMOTI CONSTRUCTION,2297581.0,4,1,1,WEST BENGAL,Installing community drinking water plants,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01961,Ms Dheeru Traders,MS DHEERU TRADERS,2297423.0,2,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01962,Nunemunthala Rangaiah,NUNEMUNTHALA RANGAIAH,2296088.0,5,1,1,TELANGANA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01963,GRAM PANCHAYAT BHEDVAN,GRAM PANCHAYAT BHEDVAN,2295342.0,4,1,1,CHHATTISGARH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01964,EE EDD III Azamgarh,EE EDD III AZAMGARH,2294836.0,4,2,1,UTTAR PRADESH,Improvement of electricity distribution infrastructure,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01965,BASAVARAJ GUMATIMATH,BASAVARAJ GUMATIMATH,2294396.0,22,2,1,KARNATAKA,Installing tube-wells and borewells,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01966,Garhwal Construction Company,GARHWAL CONSTRUCTION COMPANY,2292358.0,4,1,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01967,SKT CONSTRUCTIONS,SKT CONSTRUCTIONS,2291293.0,5,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01968,Sathi Venchers OPC Private LIMITED,SATHI VENCHERS OPC PRIVATE LIMITED,2291201.0,2,1,1,UTTAR PRADESH,Construction of public libraries and reading rooms,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01969,MADAPATHI NAGARAJU,MADAPATHI NAGARAJU,2289927.0,7,1,1,TELANGANA,Construction of public libraries and reading rooms,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01970,Pankaj Roy,PANKAJ ROY,2288461.0,1,1,1,ANDAMAN AND NICOBAR ISLANDS,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01971,Rakesh N,RAKESH N,2288265.0,2,1,1,KARNATAKA,Construction of buildings for crèches and anganwadies,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01972,AJAY KUMAR VERMA,AJAY KUMAR VERMA,2288101.0,2,1,1,BIHAR,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01973,PRAJEMA INDUSTRIES PRIVATE LIMITED,PRAJEMA INDUSTRIES PRIVATE LIMITED,2288000.0,10,1,1,JHARKHAND,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01974,SAHAYAK ABHIYANTA BABUBARHI VIDHAN SABHA,SAHAYAK ABHIYANTA BABUBARHI VIDHAN SABHA,2287497.0,5,1,1,BIHAR,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01975,VEERESH G,VEERESH G,2286506.0,9,1,1,KARNATAKA,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01976,G KRISHNA MOHAN NAIDU,G KRISHNA MOHAN NAIDU,2283972.0,6,1,1,ANDHRA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01977,MS Maa Kali Construction,MS MAA KALI CONSTRUCTION,2283166.0,5,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01978,SIDRA CONTRACTOR AND SUPPLIER,SIDRA CONTRACTOR AND SUPPLIER,2282968.0,1,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01979,shree dharmaji adivasi society,SHREE DHARMAJI ADIVASI SOCIETY,2281167.0,2,1,1,MAHARASHTRA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01980,MOHAMMAD TAYYAB KHAN,MOHAMMAD TAYYAB KHAN,2276910.0,2,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01981,RAM BHWAN YADAV,RAM BHWAN YADAV,2276410.0,4,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01982,Sre MCM and Co,SRE MCM AND CO,2276220.0,1,1,1,TAMIL NADU,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01983,DUGGU MAHENDER RAKESH,DUGGU MAHENDER RAKESH,2274615.0,2,1,1,TELANGANA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01984,SHRI BALAJI ENTERPRISES,SHRI BALAJI ENTERPRISES,2273847.0,4,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01985,MOPURI MOHAN DURGA,MOPURI MOHAN DURGA,2271509.0,5,1,1,ANDHRA PRADESH,Construction of culverts and bridges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01986,Jebadhas V,JEBADHAS V,2268301.0,4,1,1,TAMIL NADU,Construction of rooms and halls in school and colleges,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01987,JAI INTERLOCK and BUILDING MATERIAL STORE,JAI INTERLOCK AND BUILDING MATERIAL STORE,2263340.0,53,1,1,PUNJAB,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01988,SRISHTY INFRA,SRISHTY INFRA,2263279.0,4,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01989,PALLAPU VENKATESWARLU,PALLAPU VENKATESWARLU,2261575.0,4,1,1,TELANGANA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01990,SRINIVASA RAO YARLAGADDA,SRINIVASA RAO YARLAGADDA,2260276.0,6,1,1,ANDHRA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01991,SANDHIYA CIVIL AND ELECTRICAL CONTRACTOR,SANDHIYA CIVIL AND ELECTRICAL CONTRACTOR,2259494.0,8,1,1,TAMIL NADU,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01992,Moby Mohanan,MOBY MOHANAN,2256168.0,2,1,1,KERALA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01993,GRAM PANCHAYAT HALLOOR,GRAM PANCHAYAT HALLOOR,2255612.0,6,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01994,ASSISTANT ENGINEER KARGAHAR,ASSISTANT ENGINEER KARGAHAR,2255141.0,3,1,1,BIHAR,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01995,R K ENTERPRISE,R K ENTERPRISE,2253184.0,5,2,1,WEST BENGAL,Development of public parks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01996,MS H K CONSTRUCTION,MS H K CONSTRUCTION,2251575.0,4,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01997,Ms The Kurali Coop L C Society Ltd,MS THE KURALI COOP L C SOCIETY LTD,2251279.0,2,1,1,CHANDIGARH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01998,N R INDUSTRIES,N R INDUSTRIES,2250000.0,15,1,1,PUNJAB,Fitting of Sitting RCC Benches in Public Places,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_01999,pra infra projects,PRA INFRA PROJECTS,2250000.0,9,2,1,CHHATTISGARH,Setting up of laboratories,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
