internal_mp_id,mp_name_normalized,constituency_normalized,state_normalized,allocated_amount,total_expenditure,unspent_amount,utilization_pct,source_dataset,source_file,source_download_date,pipeline_created_at
INTERNAL_MP_078,VIJAYLAKSHMI DEVI,SIWAN,BIHAR,147000000.0,134748616.0,12251384.0,91.67,MP_ALLOCATION,mplads_mp_summary_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_MP_079,DILESHWAR KAMAIT,SUPAUL,BIHAR,150450930.89,89329681.0,61121249.88999999,59.37,MP_ALLOCATION,mplads_mp_summary_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_MP_080,NITYANAND RAI,UJJARPUR,BIHAR,147000000.0,22994739.0,124005261.0,15.64,MP_ALLOCATION,mplads_mp_summary_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_MP_081,SMT VEENA DEVI,VAISHALI,BIHAR,147000000.0,131108889.0,15891111.0,89.19,MP_ALLOCATION,mplads_mp_summary_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_MP_082,SUNIL KUMAR,VALMIKI NAGAR,BIHAR,147000000.0,63664429.0,83335571.0,43.31,MP_ALLOCATION,mplads_mp_summary_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_MP_083,MANISH TEWARI,CHANDIGARH,CHANDIGARH,178351443.75,31109435.0,147242008.75,17.44,MP_ALLOCATION,mplads_mp_summary_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_MP_084,MAHESH KASHYAP,BASTAR,CHHATTISGARH,147000000.0,62420367.5,84579632.5,42.46,MP_ALLOCATION,mplads_mp_summary_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_MP_085,TOKHAN SAHU,BILASPUR,CHHATTISGARH,147000000.0,55525385.0,91474615.0,37.77,MP_ALLOCATION,mplads_mp_summary_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_MP_086,VIJAY BAGHEL,DURG,CHHATTISGARH,147000000.0,57650594.0,89349406.0,39.22,MP_ALLOCATION,mplads_mp_summary_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_MP_087,KAMLESH JANGDE,JANJGIR CHAMPA,CHHATTISGARH,150384382.11,98097656.0,52286726.110000014,65.23,MP_ALLOCATION,mplads_mp_summary_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
