internal_mp_id,mp_name_normalized,constituency_normalized,state_normalized,house,allocated_amount,total_expenditure,unspent_amount,utilization_pct,utilization_percentile,utilization_robust_zscore,recommended_works_count,completed_works_count,pending_works_count,completion_rate_pct,completion_rate_percentile,completion_rate_robust_zscore,transaction_count,successful_payments_count,pending_payments_count,successful_payment_rate_pct,pending_payment_rate_pct,pending_payment_rate_robust_zscore,average_transaction_amount,distinct_vendor_count,vendor_hhi,vendor_hhi_percentile,vendor_hhi_robust_zscore,top_vendor_share_pct,feature_generated_at
INTERNAL_MP_193,ADV ADOOR PRAKASH,ATTINGAL,KERALA,Lok Sabha,147000000.0,28617364.0,118382636.0,19.47,0.2965009208103131,-0.5711094890510948,337,108,229,24.27,0.4696132596685083,-0.09793180389692009,115,111,4,96.52173913043478,3.4782608695652173,0.6705898550724637,248846.64347826087,3,9362.62,0.988950276243094,7.600824004620193,96.73,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_194,SHRI BENNY BEHANAN,CHALAKUDY,KERALA,Lok Sabha,147000000.0,28691022.0,118308978.0,19.52,0.2983425414364641,-0.5688715992037159,157,13,144,7.65,0.17863720073664824,-0.8025320553111248,33,30,3,90.9090909090909,9.090909090909092,2.8410757575757577,869424.9090909091,18,1065.02,0.4953959484346225,-0.004463670335643538,17.65,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_195,SHRI HIBI EDEN,ERNAKULAM,KERALA,Lok Sabha,162177260.11,24928980.0,137248280.11,15.37,0.214548802946593,-0.7546164565361647,94,18,76,16.07,0.3278084714548803,-0.4455685103708358,34,34,0,100.0,0.0,-0.6745,733205.2941176471,18,3355.84,0.8250460405156538,2.0952211917380077,55.07,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_196,ADV DEAN KURIAKOSE,IDUKKI,KERALA,Lok Sabha,147000000.0,58754261.0,88245739.0,39.97,0.6482504604051565,0.34642534837425365,95,95,0,50.0,0.8020257826887661,0.9928843494657447,116,112,4,96.55172413793103,3.4482758620689653,0.6589942528735631,506502.25,34,1456.15,0.6022099447513812,0.3540323005843185,26.53,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_197,SHRI KUMBAKUDI SUDHAKARAN,KANNUR,KERALA,Lok Sabha,147000000.0,26785182.0,120214818.0,18.22,0.27624309392265195,-0.6270567352355674,232,61,171,20.82,0.4106813996316759,-0.24419358893777485,98,77,21,78.57142857142857,21.428571428571427,7.612214285714285,273318.1836734694,26,958.92,0.4622467771639042,-0.10171119037912771,22.62,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_198,SHRI RAJMOHAN UNNITHAN,KASARAGOD,KERALA,Lok Sabha,156754633.11,28932795.0,127821838.11,18.46,0.28084714548802947,-0.6163148639681485,151,56,95,27.05,0.5138121546961326,0.019925518541797707,120,111,9,92.5,7.5,2.2258500000000003,241106.625,20,2003.17,0.7090239410681399,0.8554115504824024,30.6,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_199,SHRI NK PREMACHANDRAN,KOLLAM,KERALA,Lok Sabha,171477994.11,64475987.0,107002007.11,37.6,0.5930018416206262,0.24034936960849396,150,46,104,23.47,0.4567219152854512,-0.13184758013827774,105,105,0,100.0,0.0,-0.6745,614057.0190476191,53,436.68,0.23572744014732966,-0.5803779657562168,10.6,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_200,ADV K FRANCIS GEORGE,KOTTAYAM,KERALA,Lok Sabha,188722256.11,37467974.0,151254282.11,19.85,0.30939226519337015,-0.5541015262110152,298,53,245,15.1,0.30570902394106814,-0.4866913890634819,82,78,4,95.1219512195122,4.878048780487805,1.2119065040650405,456926.51219512196,51,403.09,0.21915285451197053,-0.6111653757303982,11.77,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_201,SHRI M K RAGHAVAN,KOZHIKODE,KERALA,Lok Sabha,147000000.0,9365325.0,137634675.0,6.37,0.08839779005524862,-1.1574366290643663,254,14,240,5.22,0.14917127071823205,-0.9055512256442486,26,24,2,92.3076923076923,7.6923076923076925,2.3002179487179486,360204.8076923077,17,882.48,0.430939226519337,-0.17177339991846724,18.03,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_202,E.T. MOHAMMED BASHEER,MALAPPURAM,KERALA,Lok Sabha,163895872.11,34451493.0,129444379.11,21.02,0.32320441988950277,-0.501734903782349,150,40,110,21.05,0.4171270718232044,-0.23444280326838451,72,68,4,94.44444444444444,5.555555555555555,1.4739074074074072,478492.9583333333,47,1368.03,0.583793738489871,0.2732646147574397,33.27,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_203,SHRI SURESH KODIKUNNIL,MAVELIKKARA,KERALA,Lok Sabha,172429519.11,41963456.0,130466063.11,24.34,0.3830570902394107,-0.3531390179163901,133,58,75,30.37,0.565377532228361,0.16067598994343188,85,85,0,100.0,0.0,-0.6745,493687.71764705883,28,807.8,0.39410681399631675,-0.24022245549667084,14.91,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_204,VELLALATH KOCHUKRISHNAN NAIR SREEKANDAN,PALAKKAD,KERALA,Lok Sabha,147000000.0,50584788.0,96415212.0,34.41,0.5359116022099447,0.09757199734571997,107,98,9,47.8,0.7762430939226519,0.8996159648020111,127,124,3,97.63779527559055,2.3622047244094486,0.23899606299212592,398305.41732283466,32,1585.3,0.6298342541436464,0.4724066381301805,31.2,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_205,ANTO ANTONY,PATHANAMTHITTA,KERALA,Lok Sabha,147000000.0,26984855.0,120015145.0,18.36,0.27808471454880296,-0.6207906436629064,296,60,236,16.85,0.3406998158379374,-0.412500628535512,78,76,2,97.43589743589743,2.564102564102564,0.31707264957264947,345959.6794871795,20,2244.85,0.7329650092081031,1.0769269194183988,42.47,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_206,DR. M.P ABDUSSAMAD SAMADANI,PONNANI,KERALA,Lok Sabha,170434031.11,15076499.0,155357532.11,8.85,0.12338858195211787,-1.0464372926343728,276,48,228,14.81,0.2946593001841621,-0.498985857950974,53,52,1,98.11320754716981,1.8867924528301887,0.055147798742138376,284462.24528301886,23,592.33,0.3020257826887661,-0.4377146623182498,9.38,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_207,DR SHASHI THAROOR,THIRUVANANTHAPURAM,KERALA,Lok Sabha,147000000.0,41754577.0,105245423.0,28.4,0.44935543278084716,-0.17142236230922356,74,40,34,35.09,0.6279926335174953,0.36077906976744195,61,61,0,100.0,0.0,-0.6745,684501.262295082,38,588.05,0.2965009208103131,-0.44163755945101246,16.52,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_208,SURESH GOPI,THRISSUR,KERALA,Lok Sabha,147000000.0,16001891.0,130998109.0,10.89,0.16390423572744015,-0.9551313868613139,75,15,60,16.67,0.3379373848987109,-0.4201316781898175,21,21,0,100.0,0.0,-0.6745,761994.8095238095,14,1167.37,0.5230202578268877,0.08934673189292003,20.62,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_209,SHAFI PARAMBIL,VADAKARA,KERALA,Lok Sabha,147000000.0,15909800.0,131090200.0,10.82,0.16206261510128914,-0.9582644326476444,228,15,213,6.17,0.16022099447513813,-0.8652762413576364,56,54,2,96.42857142857143,3.571428571428571,0.7066190476190475,284103.5714285714,13,1922.61,0.6979742173112339,0.7815730941704033,26.71,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_210,PRIYANKA GANDHI VADRA,WAYANAD,KERALA,Lok Sabha,122500000.0,34714501.0,87785499.0,28.34,0.44567219152854515,-0.1741078301260782,81,10,71,10.99,0.2302025782688766,-0.6609336895034568,39,39,0,100.0,0.0,-0.6745,890115.4102564103,22,1789.9,0.6685082872928176,0.6599357861122435,35.64,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_211,MOHAMED HANEEFA,LADAKH,LADAKH,Lok Sabha,161114542.0,6009392.0,155105150.0,3.73,0.055248618784530384,-1.2755972130059723,55,0,55,0.0,0.03959484346224678,-1.1268516656191072,8,8,0,100.0,0.0,-0.6745,751174.0,6,2079.3,0.7182320441988951,0.925189624949042,34.51,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_212,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP,LAKSHADWEEP,Lok Sabha,153942460.41,39337535.0,114604925.41,25.55,0.39779005524861877,-0.2989820836098207,26,2,24,7.14,0.1721915285451197,-0.8241533626649903,20,20,0,100.0,0.0,-0.6745,1966876.75,18,6895.13,0.9576427255985267,5.339209648050006,82.78,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_213,BHARTI PARDHI,BALAGHAT,MADHYA PRADESH,Lok Sabha,154398389.01,92426127.0,61972262.00999999,59.86,0.9023941068139963,1.2366579296615796,85,80,5,48.48,0.7845303867403315,0.9284443746071651,491,485,6,98.77800407331976,1.2219959266802443,-0.20193788187372713,188240.58452138494,41,2496.64,0.7569060773480663,1.3077087579834212,43.28,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_214,DURGA DAS UIKEY,BETUL,MADHYA PRADESH,Lok Sabha,151569502.91,85636977.0,65932525.91,56.5,0.8692449355432781,1.0862717319177178,214,288,-74,57.37,0.8747697974217311,1.3053334380892518,437,435,2,99.54233409610984,0.4576659038901602,-0.49751449275362314,195965.6224256293,73,3338.72,0.8213627992633518,2.0795296032069572,48.82,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_215,SMT SANDHYA RAY,BHIND,MADHYA PRADESH,Lok Sabha,147000000.0,25218035.0,121781965.0,17.16,0.24861878453038674,-0.6745,68,61,7,47.29,0.7679558011049724,0.8779946574481456,158,158,0,100.0,0.0,-0.6745,159607.81645569621,2,5512.14,0.9226519337016574,4.0716097635548305,66.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_216,ALOK SHARMA,BHOPAL,MADHYA PRADESH,Lok Sabha,147000000.0,62492243.0,84507757.0,42.51,0.6906077348066298,0.4601101526211017,67,22,45,24.72,0.47882136279926335,-0.07885417976115645,84,83,1,98.80952380952381,1.1904761904761905,-0.21412698412698414,743955.2738095238,41,359.5,0.18968692449355432,-0.6511184332110341,7.97,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_217,BUNTY VIVEK SAHU,CHHINDWARA,MADHYA PRADESH,Lok Sabha,147000000.0,54099699.0,92900301.0,36.8,0.58195211786372,0.20454313205043137,373,100,273,21.14,0.4198895027624309,-0.23062727844123176,440,425,15,96.5909090909091,3.4090909090909087,0.643840909090909,122953.86136363636,273,85.88,0.03130755064456722,-0.9019088802826472,2.77,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_218,RAHUL SINGH LODHI,DAMOH,MADHYA PRADESH,Lok Sabha,163058785.37,72714957.0,90343828.37,44.59,0.7090239410681399,0.5532063702720641,126,173,-47,57.86,0.8821362799263351,1.3261068510370833,342,340,2,99.41520467836257,0.5847953216374269,-0.44835185185185183,212616.83333333334,40,1523.13,0.6169429097605893,0.41542380758255193,29.38,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_219,MAHENDRA SINGH SOLANKY,DEWAS,MADHYA PRADESH,Lok Sabha,147000000.0,41462417.0,105537583.0,28.21,0.4438305709023941,-0.1799263437292633,131,10,121,7.09,0.1694290976058932,-0.8262730986800751,107,105,2,98.13084112149532,1.8691588785046727,0.04832866043613698,387499.2242990654,28,828.81,0.40515653775322286,-0.22096543008560957,16.49,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_220,SAVITRI THAKUR,DHAR,MADHYA PRADESH,Lok Sabha,147000000.0,78825366.0,68174634.0,53.62,0.8434622467771639,0.957369276708693,160,179,-19,52.8,0.848987108655617,1.1115895663104962,479,432,47,90.18789144050105,9.812108559498958,3.1199732080723734,164562.35073068892,64,1556.45,0.6243093922651933,0.4459637450740589,38.23,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_221,JYOTIRADITYA M. SCINDIA,GUNA,MADHYA PRADESH,Lok Sabha,147000000.0,55870850.0,91129150.0,38.01,0.6086556169429097,0.25870006635700077,18,45,-27,71.43,0.9567219152854513,1.9014032055311123,99,97,2,97.97979797979798,2.0202020202020203,0.1067390572390573,564352.0202020202,50,370.59,0.19705340699815838,-0.6409537301263759,10.47,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_222,BHARAT SINGH KUSHWAH,GWALIOR,MADHYA PRADESH,Lok Sabha,151455276.04,13426652.0,138028624.04,8.87,0.1252302025782689,-1.0455421366954216,112,4,108,3.45,0.1279926335174954,-0.9805898805782524,40,38,2,95.0,5.0,1.2590666666666668,335666.3,31,539.96,0.281767955801105,-0.4857151583095529,10.31,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,MADHYA PRADESH,Lok Sabha,147000000.0,29992552.0,117007448.0,20.4,0.31307550644567217,-0.5294847378898474,348,49,299,12.34,0.2559852670349908,-0.6037008170961657,313,296,17,94.56869009584665,5.431309904153355,1.425859957401491,95822.84984025559,156,352.67,0.18232044198895028,-0.6573785704579427,16.48,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_224,SHANKAR LALWANI,INDORE,MADHYA PRADESH,Lok Sabha,147000000.0,76896131.0,70103869.0,52.31,0.8305709023941068,0.8987365627073661,137,145,-8,51.42,0.8287292817679558,1.0530848522941545,272,260,12,95.58823529411765,4.411764705882353,1.0315882352941177,282706.36397058825,24,3598.29,0.8379373848987108,2.317442315532001,56.63,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_225,ASHISH DUBEY,JABALPUR,MADHYA PRADESH,Lok Sabha,147000000.0,23263814.0,123736186.0,15.83,0.2302025782688766,-0.7340278699402787,328,15,313,4.37,0.13443830570902393,-0.941586737900691,138,134,4,97.10144927536231,2.898550724637681,0.44640821256038643,168578.36231884058,26,1838.69,0.6869244935543278,0.7046549802962357,37.23,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_226,VISHNU DUTT SHARMA,KHAJURAHO,MADHYA PRADESH,Lok Sabha,147000000.0,11209947.0,135790053.0,7.63,0.10497237569060773,-1.101041804910418,132,3,129,2.22,0.11602209944751381,-1.0327353865493398,21,13,8,61.904761904761905,38.095238095238095,14.057436507936506,533807.0,16,1040.87,0.4861878453038674,-0.026598709063731674,21.61,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_227,GYANESHWAR PATIL,KHANDWA,MADHYA PRADESH,Lok Sabha,155690684.77,86011926.0,69678758.77000001,55.25,0.85451197053407,1.0303244857332452,222,164,58,42.49,0.7274401473296501,0.6745,459,458,1,99.78213507625271,0.2178649237472767,-0.590248729121278,187389.81699346405,82,2155.64,0.7274401473296501,0.9951601780133167,40.37,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_228,GAJENDRA SINGH PATEL,KHARGONE,MADHYA PRADESH,Lok Sabha,147000000.0,68043845.0,78956155.0,46.29,0.7403314917127072,0.6292946250829464,232,104,128,30.95,0.5755064456721916,0.18526492771841607,382,380,2,99.47643979057592,0.5235602094240838,-0.47203228621291454,178125.24869109946,24,1067.66,0.4972375690607735,-0.0020439393939394104,24.36,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_229,FAGGAN SINGH KULASTE,MANDLA,MADHYA PRADESH,Lok Sabha,151861648.41,54608168.0,97253480.41,35.96,0.570902394106814,0.16694658261446604,268,31,237,10.37,0.22467771639042358,-0.6872184160905089,286,282,4,98.6013986013986,1.3986013986013985,-0.13364219114219117,190937.65034965036,160,120.72,0.04788213627992634,-0.869975764370159,4.4,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_230,SHRI SUDHEER GUPTA,MANDSOUR,MADHYA PRADESH,Lok Sabha,148988014.83,20845844.0,128142170.83,13.99,0.19613259668508287,-0.8163822163238221,163,60,103,26.91,0.5119705340699816,0.013990257699560102,169,168,1,99.40828402366864,0.591715976331361,-0.44567554240631163,123348.18934911242,26,1131.94,0.5211786372007366,0.05687284277755125,23.75,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_231,SHIVMANGAL SINGH TOMAR,MORENA,MADHYA PRADESH,Lok Sabha,147000000.0,20290158.0,126709842.0,13.8,0.19152854511970535,-0.824886197743862,38,28,10,42.42,0.7255985267034991,0.6715323695788812,90,90,0,100.0,0.0,-0.6745,225446.2,26,698.68,0.34990791896869244,-0.3402380010871043,20.43,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_232,RODMAL NAGAR,RAJGARH,MADHYA PRADESH,Lok Sabha,147000000.0,92107905.0,54892095.0,62.66,0.9281767955801105,1.361979761114798,301,54,247,15.21,0.30755064456721914,-0.48202796983029517,265,265,0,100.0,0.0,-0.6745,347577.0,11,3991.16,0.8674033149171271,2.677533109118086,51.2,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_233,ANITA NAGARSINGH CHOUHAN,RATLAM,MADHYA PRADESH,Lok Sabha,147000000.0,55091448.0,91908552.0,37.48,0.5911602209944752,0.2349784339747844,129,74,55,36.45,0.6445672191528545,0.41843588937774995,228,222,6,97.36842105263158,2.631578947368421,0.34316666666666656,241629.15789473685,73,456.56,0.2430939226519337,-0.562156658513385,11.43,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_234,JANARDAN MISHRA,REWA,MADHYA PRADESH,Lok Sabha,147000000.0,86935425.0,60064575.0,59.14,0.8895027624309392,1.2044323158593235,106,1,105,0.93,0.08839779005524862,-1.087424575738529,78,76,2,97.43589743589743,2.564102564102564,0.31707264957264947,1114556.7307692308,35,1785.96,0.6666666666666666,0.6563245209947002,26.47,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_235,DR. LATA WANKHEDE,SAGAR,MADHYA PRADESH,Lok Sabha,147000000.0,95996591.0,51003409.0,65.3,0.9539594843462247,1.4801403450564037,155,81,74,34.32,0.6151012891344383,0.32813513513513515,250,244,6,97.6,2.4,0.25361199999999995,383986.364,98,589.42,0.3001841620626151,-0.4403818657426281,16.52,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_236,GANESH SINGH,SATNA,MADHYA PRADESH,Lok Sabha,147000000.0,37994332.0,109005668.0,25.85,0.40331491712707185,-0.2855547445255473,241,77,164,24.21,0.4677716390423573,-0.10047548711502187,179,178,1,99.4413407821229,0.5586592178770949,-0.45845903165735563,212258.83798882682,33,1297.77,0.565377532228361,0.20886677537708914,31.35,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_237,SMT HIMADRI SINGH,SHAHDOL,MADHYA PRADESH,Lok Sabha,150724861.11,57113796.0,93611065.11,37.89,0.6031307550644567,0.2533291307232915,124,45,79,26.63,0.5027624309392266,0.002119736015084882,166,163,3,98.19277108433735,1.8072289156626504,0.024379518072289094,344059.0120481928,47,506.23,0.26703499079189685,-0.5166308873488246,17.13,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_238,DR. RAJESH MISHRA,SIDHI,MADHYA PRADESH,Lok Sabha,262724510.35,184783789.0,77940721.35,70.33,0.9779005524861878,1.705272063702721,169,172,-3,50.44,0.8084714548802947,1.0115380263984912,654,633,21,96.78899082568807,3.211009174311927,0.5672400611620796,282544.01987767586,82,1662.85,0.6464088397790055,0.5434862345427365,32.58,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_239,VIRENDRA KUMAR,TIKAMGARH,MADHYA PRADESH,Lok Sabha,147000000.0,49501421.0,97498579.0,33.67,0.5230202578268877,0.06445122760451251,347,12,335,3.34,0.12338858195211787,-0.985253299811439,219,210,9,95.8904109589041,4.10958904109589,0.9147328767123286,226033.88584474885,175,176.04,0.06998158379373849,-0.8192714023644516,7.13,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_240,SHRI ANIL FIROJIYA,UJJAIN,MADHYA PRADESH,Lok Sabha,147000000.0,77451399.0,69548601.0,52.69,0.8324125230202578,0.9157445255474456,96,152,-56,61.29,0.9005524861878453,1.4715207416719043,290,286,4,98.62068965517241,1.3793103448275863,-0.14110229885057468,267073.78965517244,90,358.12,0.1878453038674033,-0.6523832925669248,13.39,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_241,SHIVRAJ SINGH CHOUHAN,VIDISHA,MADHYA PRADESH,Lok Sabha,147000000.0,38851625.0,108148375.0,26.43,0.4125230202578269,-0.25959522229595217,97,10,87,9.35,0.2007366482504604,-0.7304610307982398,128,128,0,100.0,0.0,-0.6745,303528.3203125,68,246.95,0.1141804788213628,-0.7542777958961815,8.03,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_242,NILESH DNYANDEV LANKE,AHMEDNAGAR,MAHARASHTRA,Lok Sabha,147000000.0,23809461.0,123190539.0,16.2,0.24125230202578268,-0.7174674850696748,73,12,61,14.12,0.27900552486187846,-0.528238214959145,17,17,0,100.0,0.0,-0.6745,1400556.5294117648,12,1177.39,0.5285451197053407,0.0985307106943878,20.06,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_243,ANUP SANJAY DHOTRE,AKOLA,MAHARASHTRA,Lok Sabha,147000000.0,50063243.0,96936757.0,34.06,0.5285451197053407,0.08190676841406794,59,41,18,41.0,0.6979742173112339,0.6113318667504712,68,65,3,95.58823529411765,4.411764705882353,1.0315882352941177,736224.1617647059,41,343.55,0.17863720073664824,-0.6657376409838294,9.38,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_244,BALWANT BASWANT WANKHADE,AMRAVATI,MAHARASHTRA,Lok Sabha,198293678.0,93790658.0,104503020.0,47.3,0.7495395948434622,0.6745000000000001,116,51,65,30.54,0.569060773480663,0.1678830923947203,120,105,15,87.5,12.5,4.159416666666667,781588.8166666667,59,262.81,0.13075506445672191,-0.7397410789509444,6.5,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_245,BHUMARE SANDIPANRAO ASARAM,AURANGABAD,MAHARASHTRA,Lok Sabha,147000000.0,50596352.0,96403648.0,34.42,0.5377532228360957,0.09801957531519599,65,27,38,29.35,0.5543278084714549,0.11743337523570092,37,36,1,97.2972972972973,2.7027027027027026,0.37067117117117115,1367468.972972973,20,956.89,0.4604051565377532,-0.10357181682293799,16.63,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_246,SMT SUPRIYA SADANAND SULE,BARAMATI,MAHARASHTRA,Lok Sabha,147000000.0,23046333.0,123953667.0,15.68,0.2265193370165746,-0.7407415394824154,116,10,106,7.94,0.18232044198895028,-0.7902375864236326,32,31,1,96.875,3.125,0.5339791666666667,720197.90625,25,462.94,0.24677716390423574,-0.5563089754042668,6.51,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_247,BAJRANG MANOHAR SONWANE,BEED,MAHARASHTRA,Lok Sabha,165899107.19,37977152.0,127921955.19,22.89,0.35174953959484345,-0.41803782349037816,80,20,60,20.0,0.4014732965009208,-0.27895725958516643,39,37,2,94.87179487179486,5.128205128205128,1.308645299145299,973773.1282051282,19,917.46,0.4438305709023941,-0.13971196494088875,18.12,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_248,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,MAHARASHTRA,Lok Sabha,159680283.39,14261839.0,145418444.39,8.93,0.1289134438305709,-1.0428566688785668,144,8,136,5.26,0.15193370165745856,-0.9038554368321808,20,18,2,90.0,10.0,3.1926333333333337,713091.95,19,557.14,0.287292817679558,-0.4699685758934638,8.39,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_249,BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,MAHARASHTRA,Lok Sabha,147000000.0,58859568.0,88140432.0,40.04,0.6500920810313076,0.3495583941605841,153,11,142,6.71,0.16390423572744015,-0.84238309239472,73,70,3,95.8904109589041,4.10958904109589,0.9147328767123286,806295.4520547945,34,709.53,0.35543278084714547,-0.33029327354260096,16.81,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_250,PRATAPRAO JADHAV,BULDHANA,MAHARASHTRA,Lok Sabha,147000000.0,1208028.0,145791972.0,0.82,0.027624309392265192,-1.4058424021234242,68,0,68,0.0,0.03959484346224678,-1.1268516656191072,2,2,0,100.0,0.0,-0.6745,604014.0,1,10000.0,0.996316758747698,8.1850240453866,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_251,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,MAHARASHTRA,Lok Sabha,147000000.0,14990871.0,132009129.0,10.2,0.14917127071823205,-0.9860142667551428,69,7,62,9.21,0.19889502762430938,-0.7363962916404774,14,14,0,100.0,0.0,-0.6745,1070776.5,12,1040.64,0.4843462246777164,-0.026809518956379938,16.42,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_252,BACHHAV SHOBHA DINESH,DHULE,MAHARASHTRA,Lok Sabha,147000000.0,13135243.0,133864757.0,8.94,0.13075506445672191,-1.042409090909091,79,13,66,14.13,0.281767955801105,-0.5278142677561279,14,12,2,85.71428571428571,14.285714285714285,4.84997619047619,938231.6428571428,9,1361.37,0.58195211786372,0.26716029351814086,22.84,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_253,BHASKAR MURLIDHAR BHAGARE,DINDORI,MAHARASHTRA,Lok Sabha,147000000.0,34081627.0,112918373.0,23.18,0.36095764272559855,-0.40505806237558056,100,19,81,15.97,0.3259668508287293,-0.44980798240100545,37,35,2,94.5945945945946,5.405405405405405,1.4158423423423423,921125.0540540541,23,814.71,0.39779005524861877,-0.23388899306971056,16.94,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_254,DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR,MAHARASHTRA,Lok Sabha,147000000.0,22599453.0,124400547.0,15.37,0.214548802946593,-0.7546164565361647,148,18,130,10.84,0.2283609576427256,-0.6672928975487112,26,26,0,100.0,0.0,-0.6745,869209.7307692308,18,1044.51,0.4880294659300184,-0.02326241337138208,25.74,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_255,DHAIRYASHEEL SAMBHAJIRAO MANE,HATKANANGLE,MAHARASHTRA,Lok Sabha,147000000.0,7519206.0,139480794.0,5.12,0.07366482504604052,-1.2133838752488388,13,4,9,23.53,0.4604051565377532,-0.12930389692017583,5,5,0,100.0,0.0,-0.6745,1503841.2,5,2578.6,0.7679558011049724,1.3828304049463238,41.05,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_256,AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,MAHARASHTRA,Lok Sabha,190289442.0,67522042.0,122767400.0,35.48,0.5616942909760589,0.14546284007962842,78,38,40,32.76,0.6003683241252302,0.26199937146448765,68,67,1,98.52941176470588,1.4705882352941175,-0.10580392156862749,992971.2058823529,25,1296.14,0.56353591160221,0.20737277483353714,30.6,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_257,SMITA UDAY WAGH,JALGAON,MAHARASHTRA,Lok Sabha,148107373.11,14030677.0,134076696.11,9.47,0.13443830570902393,-1.0186874585268748,1,9,-8,90.0,0.9953959484346224,2.688673161533626,9,9,0,100.0,0.0,-0.6745,1558964.111111111,8,1807.23,0.6758747697974218,0.6758198532409293,28.5,2026-08-26T10:44:17.312957+00:00
INTERNAL_MP_258,KALYAN VAIJINATHRAO KALE,JALNA,MAHARASHTRA,Lok Sabha,147000000.0,39751304.0,107248696.0,27.04,0.4171270718232044,-0.2322929661579296,42,19,23,31.15,0.578268876611418,0.19374387177875546,42,40,2,95.23809523809523,4.761904761904762,1.1669920634920634,946459.619047619,31,402.27,0.21731123388581952,-0.6119169588259274,7.54,2026-08-26T10:44:17.312957+00:00
